salary,age,sector,job_group,gender,region,education_level_2,is_married,num_of_child,foreign_language,is_government,is_dang_prod,len_of_work_week,is_more_than_school,education_level,firm_size,log_salary
22000.0,41,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",работники сферы торговли и услуг,ЖЕНСКИЙ,0.0,законченное среднее образование,Состоят в браке,1.0,Нет,Нет,Нет,45.0,Да,Профессиональное,Малое,9.998797732340453
25000.0,47,ВОЕННО-ПРОМЫШЛЕННЫЙ КОМПЛЕКС,специалисты среднего уровня квалификации; чиновники,ЖЕНСКИЙ,1.0,законченное высшее образование и выше,Не в браке,0.0,Да,Да,Да,40.0,Да,Высшее,Крупное,10.126631103850338
25000.0,26,ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО,специалисты высшего уровня квалификации,ЖЕНСКИЙ,1.0,законченное высшее образование и выше,Состоят в браке,0.0,Да,Нет,Нет,40.0,Да,Высшее,Малое,10.126631103850338
25000.0,42,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,"квалифицированные рабочие, занятые ручным трудом",МУЖСКОЙ,1.0,законченное среднее образование,Состоят в браке,1.0,Нет,Да,Да,40.0,Да,Среднее общее,Крупное,10.126631103850338
10000.0,56,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",специалисты среднего уровня квалификации; чиновники,МУЖСКОЙ,1.0,законченное среднее специальное образование,Состоят в браке,0.0,Нет,Нет,Нет,70.0,Да,Высшее,Микро,9.210340371976184
20000.0,55,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",законодатели; крупные чиновники; руководители высш. и сред. звена,ЖЕНСКИЙ,1.0,законченное среднее образование,Состоят в браке,0.0,Нет,Нет,Нет,70.0,Да,Профессиональное,Микро,9.903487552536127
20000.0,26,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",работники сферы торговли и услуг,МУЖСКОЙ,1.0,законченное высшее образование и выше,Состоят в браке,0.0,Да,Нет,Нет,48.0,Да,Высшее,Микро,9.903487552536127
18000.0,54,СТРОИТЕЛЬСТВО,"квалифицированные рабочие, занятые ручным трудом",МУЖСКОЙ,1.0,законченное среднее специальное образование,Состоят в браке,1.0,Нет,Нет,Нет,40.0,Да,Профессиональное,Микро,9.798127036878302
25000.0,53,ЗДРАВООХРАНЕНИЕ,специалисты среднего уровня квалификации; чиновники,ЖЕНСКИЙ,1.0,законченное среднее специальное образование,Состоят в браке,1.0,Нет,Нет,Нет,48.0,Да,Профессиональное,Малое,10.126631103850338
20000.0,33,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",специалисты среднего уровня квалификации; чиновники,ЖЕНСКИЙ,1.0,законченное высшее образование и выше,Состоят в браке,2.0,Нет,Нет,Нет,40.0,Да,Высшее,Малое,9.903487552536127
12000.0,51,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",неквалифицированные рабочие всех отраслей,ЖЕНСКИЙ,1.0,законченное среднее специальное образование,Состоят в браке,1.0,Нет,Нет,Нет,24.0,Да,Профессиональное,Микро,9.392661928770137
45000.0,53,СТРОИТЕЛЬСТВО,"квалифицированные рабочие, занятые ручным трудом",МУЖСКОЙ,1.0,законченное высшее образование и выше,Состоят в браке,1.0,Нет,Нет,Нет,56.0,Да,Высшее,Малое,10.714417768752456
30000.0,43,ОПЕРАЦИИ С НЕДВИЖИМОСТЬЮ,специалисты среднего уровня квалификации; чиновники,ЖЕНСКИЙ,1.0,законченное высшее образование и выше,Состоят в браке,2.0,Нет,Нет,Нет,22.0,Да,Высшее,Малое,10.308952660644293
40000.0,36,"ТРАНСПОРТ, СВЯЗЬ","квалифицированные рабочие, занятые ручным трудом",МУЖСКОЙ,1.0,законченное среднее специальное образование,Состоят в браке,3.0,Нет,Нет,Да,56.0,Да,Высшее,Микро,10.596634733096073
25000.0,49,НЕФТЕГАЗОВАЯ ПРОМЫШЛЕННОСТЬ,законодатели; крупные чиновники; руководители высш. и сред. звена,МУЖСКОЙ,1.0,законченное среднее образование,Состоят в браке,0.0,Нет,Нет,Нет,40.0,Да,Профессиональное,Малое,10.126631103850338
22000.0,49,ОБРАЗОВАНИЕ,работники сферы торговли и услуг,ЖЕНСКИЙ,1.0,законченное среднее образование,Состоят в браке,0.0,Нет,Да,Нет,40.0,Нет,Среднее общее,Малое,9.998797732340453
19000.0,59,ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО,"квалифицированные рабочие, занятые ручным трудом",МУЖСКОЙ,1.0,законченное среднее образование,Состоят в браке,0.0,Нет,Нет,Нет,40.0,Да,Профессиональное,Малое,9.852194258148577
14000.0,24,ЮРИСПРУДЕНЦИЯ,специалисты среднего уровня квалификации; чиновники,ЖЕНСКИЙ,1.0,законченное высшее образование и выше,Не в браке,0.0,Нет,Да,Нет,40.0,Да,Высшее,Крупное,9.546812608597396
43000.0,53,"НАУКА, КУЛЬТУРА",специалисты высшего уровня квалификации,ЖЕНСКИЙ,0.0,законченное высшее образование и выше,Состоят в браке,1.0,Да,Да,Нет,40.0,Да,Высшее,Микро,10.668955394675699
20000.0,53,ВОЕННО-ПРОМЫШЛЕННЫЙ КОМПЛЕКС,специалисты высшего уровня квалификации,ЖЕНСКИЙ,0.0,законченное среднее специальное образование,Состоят в браке,0.0,Нет,Да,Нет,60.0,Да,Профессиональное,Среднее,9.903487552536127
25000.0,30,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",работники сферы торговли и услуг,ЖЕНСКИЙ,0.0,законченное среднее образование,Не в браке,0.0,Нет,Да,Нет,40.0,Нет,Среднее общее,Микро,10.126631103850338
10000.0,77,ЗДРАВООХРАНЕНИЕ,работники сферы торговли и услуг,ЖЕНСКИЙ,0.0,законченное среднее образование,Вдовец/вдова,0.0,Нет,Да,Нет,40.0,Нет,Среднее общее,Микро,9.210340371976184
28000.0,56,ОБРАЗОВАНИЕ,специалисты высшего уровня квалификации,ЖЕНСКИЙ,0.0,законченное высшее образование и выше,Не в браке,0.0,Да,Да,Да,42.0,Да,Высшее,Микро,10.239959789157341
20000.0,66,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,специалисты высшего уровня квалификации,ЖЕНСКИЙ,1.0,законченное среднее специальное образование,Состоят в браке,0.0,Нет,Да,Нет,40.0,Да,Профессиональное,Крупное,9.903487552536127
20000.0,63,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",работники сферы торговли и услуг,МУЖСКОЙ,1.0,законченное высшее образование и выше,Состоят в браке,0.0,Нет,Да,Нет,40.0,Да,Высшее,Крупное,9.903487552536127
25000.0,29,"ЭКОЛОГИЯ, ЗАЩИТА ОКРУЖАЮЩЕЙ СРЕДЫ",специалисты высшего уровня квалификации,ЖЕНСКИЙ,1.0,законченное высшее образование и выше,Не в браке,0.0,Нет,Нет,Нет,40.0,Да,Высшее,Малое,10.126631103850338
15000.0,39,ФИНАНСЫ,специалисты среднего уровня квалификации; чиновники,ЖЕНСКИЙ,1.0,законченное среднее специальное образование,Состоят в браке,2.0,Нет,Да,Нет,40.0,Да,Профессиональное,Среднее,9.615805480084347
30000.0,38,СТРОИТЕЛЬСТВО,специалисты среднего уровня квалификации; чиновники,МУЖСКОЙ,1.0,законченное среднее специальное образование,Состоят в браке,2.0,Нет,Да,Нет,48.0,Да,Профессиональное,Малое,10.308952660644293
25000.0,29,"ТРАНСПОРТ, СВЯЗЬ","квалифицированные рабочие, занятые ручным трудом",МУЖСКОЙ,1.0,законченное высшее образование и выше,Не в браке,0.0,Нет,Да,Нет,48.0,Да,Высшее,Малое,10.126631103850338
15000.0,46,ФИНАНСЫ,работники сферы торговли и услуг,МУЖСКОЙ,1.0,законченное среднее образование,Не в браке,0.0,Нет,Нет,Нет,48.0,Да,Профессиональное,Микро,9.615805480084347
26000.0,37,ОБРАЗОВАНИЕ,специалисты высшего уровня квалификации,ЖЕНСКИЙ,1.0,законченное высшее образование и выше,Состоят в браке,3.0,Да,Да,Нет,30.0,Да,Высшее,Крупное,10.165851817003619
35000.0,38,ЭНЕРГЕТИЧЕСКАЯ ПРОМЫШЛЕННОСТЬ,"квалифицированные рабочие, занятые ручным трудом",МУЖСКОЙ,1.0,законченное высшее образование и выше,Состоят в браке,3.0,Нет,Да,Нет,48.0,Да,Высшее,Крупное,10.46310334047155
55000.0,61,"ТРАНСПОРТ, СВЯЗЬ","квалифицированные рабочие, занятые ручным трудом",МУЖСКОЙ,0.0,законченное среднее специальное образование,Состоят в браке,0.0,Нет,Да,Нет,45.0,Да,Профессиональное,Малое,10.915088464214607
42000.0,34,ЭНЕРГЕТИЧЕСКАЯ ПРОМЫШЛЕННОСТЬ,специалисты высшего уровня квалификации,ЖЕНСКИЙ,0.0,законченное высшее образование и выше,Не в браке,0.0,Нет,Да,Нет,40.0,Да,Высшее,Крупное,10.645424897265505
35000.0,30,ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО,специалисты среднего уровня квалификации; чиновники,ЖЕНСКИЙ,0.0,законченное высшее образование и выше,Не в браке,0.0,Нет,Нет,Нет,40.0,Да,Высшее,Малое,10.46310334047155
19000.0,59,ЗДРАВООХРАНЕНИЕ,специалисты среднего уровня квалификации; чиновники,ЖЕНСКИЙ,0.0,законченное среднее специальное образование,Не в браке,0.0,Нет,Да,Нет,40.0,Да,Профессиональное,Малое,9.852194258148577
27000.0,58,"ТРАНСПОРТ, СВЯЗЬ",неквалифицированные рабочие всех отраслей,МУЖСКОЙ,0.0,законченное среднее специальное образование,Состоят в браке,0.0,Нет,Нет,Нет,84.0,Да,Профессиональное,Крупное,10.203592144986466
20000.0,55,"ТРАНСПОРТ, СВЯЗЬ",законодатели; крупные чиновники; руководители высш. и сред. звена,ЖЕНСКИЙ,0.0,законченное высшее образование и выше,Состоят в браке,0.0,Нет,Нет,Нет,105.0,Да,Высшее,Крупное,9.903487552536127
30000.0,29,"ТРАНСПОРТ, СВЯЗЬ",законодатели; крупные чиновники; руководители высш. и сред. звена,ЖЕНСКИЙ,0.0,незаконченное среднее,Не в браке,0.0,Нет,Нет,Нет,105.0,Да,Среднее общее,Крупное,10.308952660644293
45000.0,31,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ","квалифицированные рабочие, использующие машины и механизмы",МУЖСКОЙ,1.0,законченное среднее образование,Состоят в браке,2.0,Нет,Нет,Нет,40.0,Да,Среднее общее,Малое,10.714417768752456
9500.0,63,ОПЕРАЦИИ С НЕДВИЖИМОСТЬЮ,работники сферы торговли и услуг,ЖЕНСКИЙ,1.0,законченное среднее образование,Состоят в браке,0.0,Нет,Да,Нет,48.0,Да,Профессиональное,Микро,9.159047077588632
35000.0,41,ГРАЖДАНСКОЕ МАШИНОСТРОЕНИЕ,"квалифицированные рабочие, использующие машины и механизмы",МУЖСКОЙ,1.0,законченное среднее образование,Состоят в браке,1.0,Нет,Да,Нет,40.0,Да,Профессиональное,Крупное,10.46310334047155
30000.0,61,ВОЕННО-ПРОМЫШЛЕННЫЙ КОМПЛЕКС,"квалифицированные рабочие, занятые ручным трудом",МУЖСКОЙ,0.0,законченное среднее образование,Состоят в браке,0.0,Нет,Да,Да,40.0,Да,Профессиональное,Микро,10.308952660644293
40000.0,55,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",законодатели; крупные чиновники; руководители высш. и сред. звена,ЖЕНСКИЙ,0.0,законченное среднее образование,Не в браке,0.0,Нет,Нет,Нет,60.0,Нет,Среднее общее,Микро,10.596634733096073
43000.0,56,ОБРАЗОВАНИЕ,специалисты высшего уровня квалификации,МУЖСКОЙ,0.0,законченное высшее образование и выше,Состоят в браке,0.0,Да,Да,Нет,36.0,Да,Высшее,Крупное,10.668955394675699
30000.0,55,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",работники сферы торговли и услуг,ЖЕНСКИЙ,0.0,законченное среднее специальное образование,Состоят в браке,0.0,Нет,Нет,Нет,84.0,Да,Профессиональное,Микро,10.308952660644293
25000.0,27,ОБРАЗОВАНИЕ,специалисты высшего уровня квалификации,МУЖСКОЙ,0.0,законченное высшее образование и выше,Не в браке,0.0,Да,Да,Нет,30.0,Да,Высшее,Микро,10.126631103850338
20000.0,65,ЦЕРКОВЬ,специалисты высшего уровня квалификации,ЖЕНСКИЙ,0.0,законченное высшее образование и выше,Не в браке,0.0,Нет,Нет,Нет,30.0,Да,Высшее,Микро,9.903487552536127
18000.0,45,ОБРАЗОВАНИЕ,специалисты высшего уровня квалификации,ЖЕНСКИЙ,0.0,законченное среднее специальное образование,Состоят в браке,1.0,Нет,Да,Нет,16.0,Да,Высшее,Малое,9.798127036878302
75000.0,39,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",специалисты высшего уровня квалификации,МУЖСКОЙ,0.0,законченное высшее образование и выше,Состоят в браке,1.0,Да,Нет,Нет,40.0,Да,Высшее,Малое,11.225243392518447
15000.0,53,"ТРАНСПОРТ, СВЯЗЬ",работники сферы торговли и услуг,ЖЕНСКИЙ,1.0,законченное среднее образование,Не в браке,0.0,Нет,Да,Нет,50.0,Да,Профессиональное,Крупное,9.615805480084347
25000.0,37,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,законодатели; крупные чиновники; руководители высш. и сред. звена,ЖЕНСКИЙ,1.0,законченное высшее образование и выше,Состоят в браке,1.0,Да,Нет,Нет,40.0,Да,Высшее,Крупное,10.126631103850338
35000.0,27,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",работники сферы торговли и услуг,МУЖСКОЙ,1.0,законченное высшее образование и выше,Состоят в браке,2.0,Да,Нет,Нет,70.0,Да,Высшее,Микро,10.46310334047155
24000.0,37,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",специалисты среднего уровня квалификации; чиновники,ЖЕНСКИЙ,1.0,законченное среднее образование,Не в браке,1.0,Да,Нет,Нет,40.0,Да,Профессиональное,Малое,10.085809109330082
25000.0,34,"ТРАНСПОРТ, СВЯЗЬ",служащие офисные и по обслуживанию клиентов,МУЖСКОЙ,1.0,законченное высшее образование и выше,Состоят в браке,2.0,Да,Нет,Нет,40.0,Да,Высшее,Малое,10.126631103850338
35000.0,41,СТРОИТЕЛЬСТВО,"квалифицированные рабочие, занятые ручным трудом",ЖЕНСКИЙ,1.0,законченное среднее специальное образование,Не в браке,0.0,Нет,Нет,Нет,72.0,Да,Профессиональное,Микро,10.46310334047155
30000.0,55,ФИНАНСЫ,"квалифицированные рабочие, использующие машины и механизмы",МУЖСКОЙ,1.0,законченное среднее образование,Состоят в браке,0.0,Нет,Нет,Нет,48.0,Да,Профессиональное,Среднее,10.308952660644293
35000.0,31,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,"квалифицированные рабочие, занятые ручным трудом",МУЖСКОЙ,1.0,законченное среднее специальное образование,Не в браке,1.0,Нет,Да,Нет,48.0,Да,Высшее,Микро,10.46310334047155
30000.0,30,ВОЕННО-ПРОМЫШЛЕННЫЙ КОМПЛЕКС,"квалифицированные рабочие, использующие машины и механизмы",ЖЕНСКИЙ,1.0,законченное среднее специальное образование,Не в браке,1.0,Нет,Да,Нет,35.0,Да,Высшее,Микро,10.308952660644293
25000.0,32,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ","квалифицированные рабочие, занятые ручным трудом",МУЖСКОЙ,1.0,законченное среднее образование,Не в браке,1.0,Нет,Нет,Нет,40.0,Да,Профессиональное,Микро,10.126631103850338
20000.0,58,ЗДРАВООХРАНЕНИЕ,служащие офисные и по обслуживанию клиентов,ЖЕНСКИЙ,1.0,законченное среднее специальное образование,Состоят в браке,0.0,Да,Да,Нет,40.0,Да,Профессиональное,Микро,9.903487552536127
15000.0,54,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",специалисты среднего уровня квалификации; чиновники,МУЖСКОЙ,1.0,законченное среднее образование,Состоят в браке,0.0,Нет,Нет,Нет,48.0,Да,Профессиональное,Микро,9.615805480084347
32000.0,27,"IT, ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ",специалисты высшего уровня квалификации,ЖЕНСКИЙ,1.0,законченное высшее образование и выше,Состоят в браке,0.0,Да,Нет,Нет,40.0,Да,Высшее,Крупное,10.373491181781864
29000.0,30,ФИНАНСЫ,специалисты высшего уровня квалификации,ЖЕНСКИЙ,1.0,законченное высшее образование и выше,Не в браке,0.0,Да,Нет,Нет,40.0,Да,Высшее,Крупное,10.275051108968611
17400.0,44,ЗДРАВООХРАНЕНИЕ,специалисты среднего уровня квалификации; чиновники,ЖЕНСКИЙ,1.0,законченное высшее образование и выше,Состоят в браке,0.0,Нет,Да,Да,36.0,Да,Высшее,Микро,9.764225485202621
40000.0,45,"ТРАНСПОРТ, СВЯЗЬ","квалифицированные рабочие, использующие машины и механизмы",МУЖСКОЙ,1.0,законченное среднее специальное образование,Состоят в браке,0.0,Нет,Да,Да,45.0,Да,Профессиональное,Микро,10.596634733096073
25000.0,23,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",работники сферы торговли и услуг,МУЖСКОЙ,1.0,законченное среднее специальное образование,Не в браке,0.0,Нет,Нет,Нет,40.0,Да,Высшее,Микро,10.126631103850338
35000.0,39,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",служащие офисные и по обслуживанию клиентов,ЖЕНСКИЙ,1.0,законченное высшее образование и выше,Вдовец/вдова,3.0,Да,Нет,Нет,48.0,Да,Высшее,Микро,10.46310334047155
